City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
303,Amahai,ID,78.58,few clouds,-3.3333,128.9167,HOTEL ISABELA
308,Ribeira Grande,PT,73.18,broken clouds,38.5167,-28.7,Quinta da Meia Eira
309,Waingapu,ID,76.21,scattered clouds,-9.6567,120.2641,Pondok Wisata Elim
310,Gombong,ID,73.26,broken clouds,-7.6072,109.5142,Grafika Hotel Dan Restoran
311,Kaspiyskiy,RU,78.91,few clouds,45.3929,47.3707,"Gostinitsa ""Gostevoy Dvor"""
313,Dabakala,CI,71.82,broken clouds,8.3667,-4.4333,Hôtel Campement
314,Banjarmasin,ID,73.54,overcast clouds,-3.3244,114.591,Swiss-Belhotel Borneo Banjarmasin
315,Manzanillo,CU,83.95,moderate rain,20.3433,-77.1167,"HOSTAL ""THE YELLOW HOUSE"""
317,Vila Franca Do Campo,PT,73.81,overcast clouds,37.7167,-25.4333,Pestana Bahia Praia
318,Erzin,TR,79.52,clear sky,36.9559,36.2,Artemis Otel
319,Placido De Castro,BR,78.91,clear sky,-10.3353,-67.1856,Hotel Carioca
321,Hun,LY,84.47,clear sky,29.1268,15.9477,Alrwasi Hotel
322,Tampakan,PH,77.88,overcast clouds,6.4442,124.9264,Green Palm Resort
323,Ciudad Bolivar,VE,78.33,few clouds,8.1222,-63.5497,Hotel Edi
324,Barcelona,ES,73.98,clear sky,41.3888,2.159,Axel Hotel Barcelona
327,Hamilton,US,78.94,few clouds,39.1834,-84.5333,Six Acres Bed & Breakfast
328,Bintulu,MY,75.61,scattered clouds,3.1667,113.0333,900 Boutique INN
330,Monrovia,LR,76.98,overcast clouds,6.3005,-10.7969,Sunset Inn
335,Chabahar,IR,82.99,scattered clouds,25.2919,60.643,هتل گدروشیا
336,Mamallapuram,IN,84.25,overcast clouds,12.6264,80.1722,Radisson Blu Resort Temple Bay Mamallapuram
340,San Quintin,MX,77.56,clear sky,30.4833,-115.95,Don Eddie's Sport Fishing Center
342,Saint-Georges,GD,82.08,few clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
345,Kigoma,TZ,74.61,broken clouds,-4.8769,29.6267,MJI Mwema Lodge
346,Basco,PH,82.42,moderate rain,20.4487,121.9702,Nathaniel's Lodge
347,Bethel,US,72.81,overcast clouds,41.3712,-73.414,Courtyard by Marriott Danbury
348,Kudahuvadhoo,MV,82.26,overcast clouds,2.6708,72.8944,Niyama Private Islands Maldives
350,Pundaguitan,PH,83.44,heavy intensity rain,6.3711,126.1689,Leonardo Family Beach House 1
352,Aklavik,CA,81.32,overcast clouds,68.2191,-135.0107,Aklavik Inn
355,Sampit,ID,74.48,broken clouds,-2.5333,112.95,Aquarius Boutique Hotel Sampit
356,Korla,CN,74.71,overcast clouds,41.7597,86.1469,Gulisitan Hotel
364,Aksu,CN,74.52,broken clouds,41.1231,80.2644,Pudong Holiday Hotel
366,Kloulklubed,PW,84.16,overcast clouds,7.0419,134.2556,Storyboard Beach Resort
375,Xinyang,CN,78.6,broken clouds,32.1228,114.0656,Jinjiang Inn Style Xinyang Dongfanghong Avenue Culture Center
381,Pop,UZ,79.29,overcast clouds,40.8736,71.1089,Ramz Hotel Pap
382,Wajid,SO,71.58,broken clouds,3.8093,43.2471,xamdihotelresturant114
388,Orahovac,XK,74.53,clear sky,42.3994,20.6547,Esra Palace
391,Meulaboh,ID,74.62,overcast clouds,4.1363,96.1285,Kost Pria
392,Axim,GH,75.67,few clouds,4.8699,-2.2405,AXIM BEACH RESORT AND SPA
394,Kenora,CA,74.37,broken clouds,49.8167,-94.4337,Maynard Lake Lodge
395,Parit Buntar,MY,75.94,broken clouds,5.1267,100.4932,K Garden Hotel Parit Buntar
400,Alofi,NU,80.49,broken clouds,-19.0595,-169.9187,Taloa Heights
401,Tura,IN,73.45,overcast clouds,25.5198,90.2201,Hotel RIKMAN Continental
404,Kieta,PG,82.31,light rain,-6.2167,155.6333,Uruna Bay Retreat
408,Hagi,JP,82.49,overcast clouds,34.4,131.4167,HAGIHONJIN
410,Carutapera,BR,74.39,broken clouds,-1.195,-46.02,Lidera
415,Podgorica,ME,80.38,clear sky,42.4411,19.2636,Hotel Podgorica
418,Aquiraz,BR,80.69,overcast clouds,-3.9014,-38.3911,Pousada Rua Camurupim
420,Ledyard,US,72.16,broken clouds,41.4398,-72.0142,Stonecroft Country Inn
421,Fortuna,US,70.93,few clouds,40.5982,-124.1573,Super 8 by Wyndham Fortuna
422,Tezu,IN,74.98,few clouds,27.9167,96.1667,Circuit House
424,Gat,IL,81.39,clear sky,31.61,34.7642,OlusHome
426,Ormara,PK,81.5,overcast clouds,25.2088,64.6357,Crystal Beach and Camping Resort Ormara
428,Daru,PG,78.44,few clouds,-9.0763,143.2092,Daru Lodge
430,Tual,ID,81.3,scattered clouds,-5.6667,132.75,Grand Vilia Hotel
434,Conakry,GN,78.87,light rain,9.538,-13.6773,Riviera Royal Hotel
439,Cravo Norte,CO,74.64,broken clouds,6.3017,-70.2041,Hotel Potosí Los Mirtos
440,Sola,VU,81.27,broken clouds,-13.8833,167.55,Leumerus Bungalows
441,Haines Junction,CA,80.55,few clouds,60.7522,-137.5108,Parkside Inn
450,Nha Trang,VN,82.4,overcast clouds,12.25,109.1833,Sheraton Nha Trang Hotel & Spa
453,Garowe,SO,77.99,scattered clouds,8.4054,48.4845,Curubo Hotel
456,Labuhan,ID,75.99,clear sky,-6.8844,112.2051,PT PPI Lamongan Tambak C
458,Wanning,CN,80.94,light rain,18.8003,110.3967,Paradise Hotel
460,Zhezkazgan,KZ,79.52,broken clouds,47.8043,67.7144,Hotel Zumrat
462,Port Angeles,US,80.71,clear sky,48.1181,-123.4307,Red Lion Hotel Port Angeles Harbor
464,Shimoda,JP,84.56,clear sky,34.6667,138.95,Shimoda Tokyu Hotel
465,Campbell River,CA,84.58,scattered clouds,50.0163,-125.2446,Ramada by Wyndham Campbell River
467,Basoko,CD,71.82,overcast clouds,1.2391,23.616,Jackyna Hotel
473,Sorong,ID,79.9,scattered clouds,-0.8833,131.25,waigo splash hotel
475,Sfantu Gheorghe,RO,74.26,clear sky,45.8667,25.7833,Hotel Park
478,Atasu,KZ,71.98,clear sky,48.6814,71.6433,Dostyk
480,Bac Lieu,VN,78.78,broken clouds,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
481,Port-Gentil,GA,75.16,broken clouds,-0.7193,8.7815,Fengshui Residence
487,Buchanan,LR,76.46,broken clouds,5.8808,-10.0467,Kamaneahn Hotel Inc
488,Tallahassee,US,82.92,broken clouds,30.4383,-84.2807,Four Points by Sheraton Tallahassee Downtown
489,Arshan,RU,78.46,scattered clouds,46.2732,44.22,Guest House The Green Village
491,Dingle,PH,80.51,overcast clouds,10.9995,122.6711,SEGAYA PROPERTY
493,Karaton,ID,77.95,scattered clouds,-6.3424,106.1045,Parkir Mobil Wisata CAS Water Park
496,Fergus Falls,US,77.72,clear sky,46.283,-96.0776,AmericInn by Wyndham Fergus Falls Conference Center
498,Samarai,PG,78.06,overcast clouds,-10.6167,150.6667,Nuli Sapi
501,Melilla,ES,70.18,clear sky,35.2937,-2.9383,Hotel Nacional
504,Sao Jose Da Coroa Grande,BR,74.07,few clouds,-8.8978,-35.1478,Crôa Mares Hotel
507,Nong Han,TH,80.64,moderate rain,17.3608,103.1053,หนองหานรีสอร์ท
510,Sakaiminato,JP,84.18,broken clouds,35.55,133.2333,味処・民宿 まつや
511,Bulolo,PG,74.66,overcast clouds,-7.2,146.65,Pine Lodge Bulolo
512,Tiruchchendur,IN,81.1,overcast clouds,8.4833,78.1167,Hotel Udhayam International
519,Griffith,US,75.13,clear sky,41.5284,-87.4237,"Motel 6 Hammond, IN - Chicago Area"
520,Camocim,BR,78.24,overcast clouds,-2.9022,-40.8411,Hotel Ilha do Amor
523,Mimarsinan,TR,81.99,clear sky,41.0032,28.5377,Otel Pelikan
524,Denpasar,ID,78.46,broken clouds,-8.65,115.2167,ASTON Denpasar Hotel & Convention Center
526,Mayumba,GA,73.81,overcast clouds,-3.432,10.6554,LIKWALE LODGE
528,Sao Gabriel Da Cachoeira,BR,76.24,broken clouds,-0.1303,-67.0892,Alarne - Área De Lazer Do Alto Rio Negro
532,Lunino,RU,70.92,broken clouds,53.5918,45.2271,Мини гостиница у Славы
536,Gouyave,GD,81.37,few clouds,12.1646,-61.7296,Rumboat Retreat
539,Saiha,IN,70.34,overcast clouds,22.4833,92.9667,"Circuit House, Siaha"
542,Cao Bang,VN,73.9,overcast clouds,22.6667,106.25,khách sạn 88
543,Nishihara,JP,83.86,broken clouds,26.1842,127.7558,Minshuku Agaihama
544,Finschhafen,PG,79.93,overcast clouds,-6.6024,147.8681,Cossam Guest House
545,Mabaruma,GY,74.84,few clouds,8.2,-59.7833,Monty Brooms Guest House
547,Gimli,CA,82.44,scattered clouds,50.6336,-96.9907,Lakeview Gimli Resort
550,Disa,IN,79.47,overcast clouds,24.25,72.1667,Hinglaj Hotel and Restaurant
553,Beacon,US,72.75,moderate rain,41.5048,-73.9696,The Swann Inn of Beacon
555,College,US,79.0,broken clouds,64.8569,-147.8028,Pike's Waterfront Lodge
558,Dzhankoy,UA,73.6,clear sky,45.7167,34.4,"ОТЕЛЬ ""Карпаты"""
559,Portoferraio,IT,80.1,broken clouds,42.8115,10.3146,Hotel Villa Ombrosa
560,Rockland,US,73.65,light rain,41.1668,-74.0496,National Camp Association
562,Biratnagar,NP,77.04,overcast clouds,26.4831,87.2834,HOTEL SHUVA
564,Itarema,BR,79.0,broken clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
567,Santa Catarina De Tepehuanes,MX,75.67,overcast clouds,25.35,-105.7333,hotel plaza
568,Kimbe,PG,83.03,scattered clouds,-5.5502,150.1429,Kimbe Bay Hotel
575,Tabou,CI,76.6,overcast clouds,4.423,-7.3528,hotêl doufoulougou
576,Sidi Ali,DZ,71.55,broken clouds,36.0998,0.4206,الغابة الترفيهية بورحمة
581,Takoradi,GH,75.27,scattered clouds,4.8845,-1.7554,Raybow International Hotel
582,Gondanglegi,ID,73.9,clear sky,-7.7479,112.0132,Gg. Munasir Homestay
584,Ariquemes,BR,78.17,clear sky,-9.9133,-63.0408,Hotel Sol Nascente - Ariquemes - RO
593,Edson,CA,77.14,clear sky,53.5835,-116.4356,"Holiday Inn Express & Suites Edson, an IHG Hotel"
594,Neftcala,AZ,78.33,broken clouds,39.3742,49.2472,Otel restoran
595,Sterling,US,82.53,few clouds,39.0062,-77.4286,Hampton Inn & Suites Washington-Dulles International Airport
597,Veraval,IN,81.25,overcast clouds,20.9,70.3667,Lords Inn Somnath
598,Bandarbeyla,SO,82.27,few clouds,9.4942,50.8122,JABIR HOTEL
603,Sainte-Maxime,FR,73.42,few clouds,43.3,6.6333,Hôtel Les Jardins De Sainte Maxime
604,Kutum,SD,72.5,scattered clouds,14.2,24.6667,Dibbo areaمنطقة دبو
606,Savannakhet,LA,75.58,light rain,16.566,104.751,โรงแรม ริเวอร์ ฟร้อนท์
608,Chenghai,CN,82.31,light rain,23.4632,116.768,Guangdong Hotel
610,Grand Island,US,82.35,haze,40.925,-98.342,Fairfield Inn & Suites by Marriott Grand Island
615,Mount Isa,AU,73.17,few clouds,-20.7333,139.5,ibis Styles Mt Isa Verona
616,Baiao,BR,77.36,broken clouds,-2.7906,-49.6717,Hotel Eurosono
622,Soller,ES,73.85,overcast clouds,39.7662,2.7152,Hotel Marina & Wellness Spa
623,Elesbao Veloso,BR,83.57,broken clouds,-6.2019,-42.1403,Pousada Paraiso
624,Port Blair,IN,81.75,overcast clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
631,Isangel,VU,71.71,broken clouds,-19.55,169.2667,Tanna Lodge
632,Ouesso,CG,72.59,overcast clouds,1.6136,16.0517,ABENIE Hotel
634,Marawi,PH,72.64,overcast clouds,7.9986,124.2928,Derogongan Residence
642,Bang Saphan,TH,78.75,overcast clouds,11.2126,99.5117,Ladawan Boutique Hotel
646,Fare,PF,77.23,scattered clouds,-16.7,-151.0167,Maitai Lapita Village Huahine
648,Bacolod,PH,80.73,overcast clouds,10.6667,122.95,Planta Hotel & Residences
653,Marion,US,77.38,few clouds,39.7684,-86.1555,Hilton Garden Inn Indianapolis Downtown
654,Dakar,SN,82.53,scattered clouds,14.6937,-17.4441,Redface Studios Meublés
660,Pakokku,MM,79.48,overcast clouds,21.3333,95.1,Royal Palace Motel
663,Mattru,SL,73.42,light rain,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District"
664,Bowen,AU,70.02,clear sky,-20.0167,148.2333,Castle Motor Lodge Motel
669,Privolzhskiy,RU,73.9,scattered clouds,51.4,46.0333,"Sfera, Gostinichnyy Kompleks"
670,Mana,GF,79.21,broken clouds,5.6592,-53.7767,LE SAMANA
673,Gizo,SB,80.73,light rain,-8.103,156.8419,Imagination Island
676,Alexandria,EG,79.34,clear sky,31.2156,29.9553,Royal Crown Hotel
677,Salinopolis,BR,78.21,broken clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
678,Romny,UA,70.92,clear sky,50.751,33.4747,Floriana
682,Kavaratti,IN,81.97,broken clouds,10.5669,72.642,Hotels in Lakshadweep Islands
685,Perbaungan,ID,75.31,overcast clouds,3.5679,98.956,Bendang Lama
689,Yarmouth,US,72.07,overcast clouds,41.7057,-70.2286,Blue Rock Resort
696,Nathdwara,IN,72.75,moderate rain,24.9333,73.8167,Hotel Sudarshan
702,Eureka,US,72.19,broken clouds,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
705,Ostuacan,MX,79.0,overcast clouds,17.4167,-93.3,HACIENDA JUAREZ
706,Dabola,GN,70.59,light rain,10.75,-11.1167,Hotel Tinkisso
707,Ambon,ID,78.94,scattered clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
