City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Kigoma,TZ,-4.8769,29.6267,74.61,58,81,3.65,broken clouds
346,Basco,PH,20.4487,121.9702,82.42,87,97,26.53,moderate rain
347,Bethel,US,41.3712,-73.414,72.81,88,90,3.44,overcast clouds
348,Kudahuvadhoo,MV,2.6708,72.8944,82.26,72,98,7.09,overcast clouds
349,Talaya,RU,61.3833,152.75,38.88,88,100,14.52,overcast clouds
350,Pundaguitan,PH,6.3711,126.1689,83.44,75,98,5.64,heavy intensity rain
351,Srednekolymsk,RU,67.45,153.6833,40.53,64,100,10.54,overcast clouds
352,Aklavik,CA,68.2191,-135.0107,81.32,39,99,15.5,overcast clouds
353,Nemuro,JP,43.3236,145.575,66.04,99,100,7.25,overcast clouds
354,Chara,RU,56.9064,118.2631,50.59,95,100,3.31,light rain
355,Sampit,ID,-2.5333,112.95,74.48,94,59,1.45,broken clouds
356,Korla,CN,41.7597,86.1469,74.71,18,100,6.2,overcast clouds
357,Port Elizabeth,ZA,-33.918,25.5701,61.09,72,20,27.63,few clouds
358,Port Lincoln,AU,-34.7333,135.8667,51.69,68,34,25.5,scattered clouds
359,Powell River,CA,49.8496,-124.5361,86.09,64,20,6.91,smoke
360,Tessalit,ML,20.1986,1.0114,86.22,42,6,11.23,clear sky
361,Flin Flon,CA,54.7682,-101.865,85.84,25,1,9.22,smoke
362,Stutterheim,ZA,-32.5708,27.424,48.9,58,27,9.37,scattered clouds
363,Igarka,RU,67.4667,86.5833,55.38,94,97,5.41,overcast clouds
364,Aksu,CN,41.1231,80.2644,74.52,18,58,6.13,broken clouds
365,Petatlan,MX,17.5167,-101.2667,91.2,70,28,5.61,scattered clouds
366,Kloulklubed,PW,7.0419,134.2556,84.16,76,100,14.32,overcast clouds
367,Ballinrobe,IE,53.6333,-9.2333,56.08,89,86,2.71,overcast clouds
368,Oktyabrskiy,RU,54.4815,53.471,67.01,57,79,3.02,broken clouds
369,Souillac,MU,-20.5167,57.5167,68.38,88,75,6.91,broken clouds
370,Arkhangelskoye,RU,55.8549,35.3287,61.09,91,100,4.7,overcast clouds
371,Oranjemund,NA,-28.55,16.4333,56.44,75,1,6.06,clear sky
372,Egvekinot,RU,66.3167,-179.1667,43.16,62,61,1.45,broken clouds
373,San Patricio,US,28.017,-97.5169,93.88,55,99,16.67,overcast clouds
374,Cherskiy,RU,68.75,161.3,39.51,73,96,19.64,overcast clouds
375,Xinyang,CN,32.1228,114.0656,78.6,94,71,6.42,broken clouds
376,Kurilsk,RU,45.2333,147.8833,57.96,92,100,8.84,overcast clouds
377,Oga,IT,46.4631,10.347,46.69,92,87,7.14,overcast clouds
378,Beringovskiy,RU,63.05,179.3167,46.92,76,38,18.84,scattered clouds
379,Flinders,AU,-34.5833,150.8552,54.05,90,7,1.99,clear sky
380,Havoysund,NO,70.9963,24.6622,45.48,82,100,9.55,overcast clouds
381,Pop,UZ,40.8736,71.1089,79.29,46,95,6.87,overcast clouds
382,Wajid,SO,3.8093,43.2471,71.58,74,63,19.66,broken clouds
383,Tabory,RU,58.5198,64.5495,56.28,98,1,6.53,clear sky
384,Sembakung,ID,3.8167,117.25,76.93,99,100,2.42,overcast clouds
385,Williston,US,48.147,-103.618,93.58,24,35,8.46,scattered clouds
386,Sovetskiy,RU,61.3614,63.5842,54.18,96,11,6.4,few clouds
387,Ostrovnoy,RU,68.0531,39.5131,48.74,89,26,8.61,scattered clouds
388,Orahovac,XK,42.3994,20.6547,74.53,36,0,4.05,clear sky
389,Mustla,EE,58.2343,25.8584,60.98,81,100,5.46,overcast clouds
390,Dalby,AU,-27.1833,151.2667,66.9,62,2,8.48,clear sky
391,Meulaboh,ID,4.1363,96.1285,74.62,89,100,5.08,overcast clouds
392,Axim,GH,4.8699,-2.2405,75.67,90,24,4.79,few clouds
393,Vao,NC,-22.6667,167.4833,66.79,55,50,9.37,scattered clouds
394,Kenora,CA,49.8167,-94.4337,74.37,46,75,4.61,broken clouds
395,Parit Buntar,MY,5.1267,100.4932,75.94,88,62,3.49,broken clouds
396,Svetlogorsk,BY,52.6333,29.7333,67.39,84,79,6.24,broken clouds
397,Richards Bay,ZA,-28.783,32.0377,62.35,55,5,4.05,clear sky
398,Chulym,RU,55.0997,80.9572,56.73,93,41,4.36,scattered clouds
399,Marzuq,YE,14.4,46.4667,81.79,52,97,4.29,overcast clouds
400,Alofi,NU,-19.0595,-169.9187,80.49,61,68,20.71,broken clouds
401,Tura,IN,25.5198,90.2201,73.45,98,90,3.4,overcast clouds
402,Saurimo,AO,-9.6608,20.3916,61.23,36,14,4.32,few clouds
403,Kysyl-Syr,RU,63.8986,122.7617,70.97,54,95,5.86,overcast clouds
404,Kieta,PG,-6.2167,155.6333,82.31,74,8,1.9,light rain
405,Nizhniy Odes,RU,63.6445,54.856,52.84,98,18,4.45,few clouds
406,Abu Samrah,SY,35.3029,37.1841,79.07,44,0,7.85,clear sky
407,Santa Maria,BR,-29.6842,-53.8069,51.1,93,0,0.0,clear sky
408,Hagi,JP,34.4,131.4167,82.49,92,99,7.43,overcast clouds
409,Northam,GB,51.0333,-4.2167,58.14,89,9,6.31,clear sky
410,Carutapera,BR,-1.195,-46.02,74.39,89,74,2.46,broken clouds
411,Finnsnes,NO,69.2296,17.9811,46.36,88,100,6.33,light rain
412,Boende,CD,-0.2167,20.8667,72.79,77,100,2.82,overcast clouds
413,Springville,US,40.1652,-111.6107,90.28,40,1,8.05,clear sky
414,Kungurtug,RU,50.5994,97.5228,50.54,94,100,5.35,overcast clouds
415,Podgorica,ME,42.4411,19.2636,80.38,39,0,8.05,clear sky
416,Severnoye,RU,56.3491,78.3619,56.68,77,76,5.48,broken clouds
417,Ust-Ilimsk,RU,58.0006,102.6619,57.87,85,94,1.01,overcast clouds
418,Aquiraz,BR,-3.9014,-38.3911,80.69,80,85,8.79,overcast clouds
419,Spirovo,RU,57.419,34.9766,58.05,88,100,4.38,overcast clouds
420,Ledyard,US,41.4398,-72.0142,72.16,72,75,1.01,broken clouds
421,Fortuna,US,40.5982,-124.1573,70.93,70,20,1.99,few clouds
422,Tezu,IN,27.9167,96.1667,74.98,88,24,3.22,few clouds
423,Grao Mogol,BR,-16.5594,-42.8897,56.84,58,47,3.96,scattered clouds
424,Gat,IL,31.61,34.7642,81.39,55,0,2.1,clear sky
425,Allende,MX,25.2833,-100.0167,94.12,34,6,9.62,clear sky
426,Ormara,PK,25.2088,64.6357,81.5,86,98,13.73,overcast clouds
427,Abha,SA,18.2164,42.5053,66.02,88,98,0.0,overcast clouds
428,Daru,PG,-9.0763,143.2092,78.44,71,17,13.73,few clouds
429,Janauba,BR,-15.8025,-43.3089,66.61,47,40,9.06,scattered clouds
430,Tual,ID,-5.6667,132.75,81.3,78,47,11.45,scattered clouds
431,Abdanan,IR,32.9926,47.4198,85.6,16,0,6.67,clear sky
432,Paidha,UG,2.4167,30.9855,65.95,59,100,4.32,overcast clouds
433,Newport,GB,51.5877,-2.9984,58.68,84,77,8.37,broken clouds
434,Conakry,GN,9.538,-13.6773,78.87,89,75,9.22,light rain
435,Ola,RU,59.5833,151.2833,55.47,48,5,22.75,clear sky
436,Salto,UY,-31.3833,-57.9667,54.88,65,0,6.08,clear sky
437,Tupiza,BO,-21.45,-65.7167,45.19,52,76,6.93,broken clouds
438,Lavrentiya,RU,65.5833,-171.0,41.67,84,100,15.82,overcast clouds
439,Cravo Norte,CO,6.3017,-70.2041,74.64,90,65,5.66,broken clouds
440,Sola,VU,-13.8833,167.55,81.27,61,75,11.5,broken clouds
441,Haines Junction,CA,60.7522,-137.5108,80.55,32,16,8.05,few clouds
442,Seryshevo,RU,51.0933,128.3786,56.62,89,100,5.75,overcast clouds
443,Makakilo City,US,21.3469,-158.0858,88.12,50,75,13.8,broken clouds
444,Geraldton,AU,-28.7667,114.6,45.01,93,3,10.36,clear sky
445,Okhotsk,RU,59.3833,143.3,62.69,50,0,5.95,clear sky
446,Victoria,HK,22.2855,114.1577,86.32,88,94,1.01,overcast clouds
447,Murray Bridge,AU,-35.1167,139.2667,56.86,69,0,13.96,clear sky
448,Kodinsk,RU,58.6881,99.1844,57.36,98,100,5.64,overcast clouds
449,Waitara,NZ,-38.925,174.25,56.71,79,98,3.58,overcast clouds
450,Nha Trang,VN,12.25,109.1833,82.4,71,87,5.86,overcast clouds
451,Sungaipenuh,ID,-2.0833,101.3833,61.84,94,94,1.86,overcast clouds
452,Puerto Cabezas,NI,14.0351,-83.3888,85.96,79,75,9.22,broken clouds
453,Garowe,SO,8.4054,48.4845,77.99,61,32,26.44,scattered clouds
454,Comrie,GB,56.3791,-3.9949,55.31,83,91,3.29,overcast clouds
455,Barcelos,PT,41.5388,-8.6151,65.91,96,100,4.5,overcast clouds
456,Labuhan,ID,-6.8844,112.2051,75.99,80,10,9.48,clear sky
457,Los Llanos De Aridane,ES,28.6585,-17.9182,69.12,66,90,17.27,overcast clouds
458,Wanning,CN,18.8003,110.3967,80.94,86,100,9.48,light rain
459,Mariestad,SE,58.7097,13.8237,53.51,90,2,7.76,clear sky
460,Zhezkazgan,KZ,47.8043,67.7144,79.52,31,61,8.68,broken clouds
461,Mujiayingzi,CN,42.1167,118.7833,64.99,70,59,7.63,broken clouds
462,Port Angeles,US,48.1181,-123.4307,80.71,75,1,17.27,clear sky
463,Tatawin,TN,32.9297,10.4518,95.88,24,4,3.36,clear sky
464,Shimoda,JP,34.6667,138.95,84.56,71,4,4.12,clear sky
465,Campbell River,CA,50.0163,-125.2446,84.58,44,40,6.91,scattered clouds
466,Taltal,CL,-25.4,-70.4833,60.35,72,22,2.1,few clouds
467,Basoko,CD,1.2391,23.616,71.82,91,100,3.65,overcast clouds
468,Poum,NC,-20.2333,164.0167,69.22,55,3,12.55,clear sky
469,Bukachacha,RU,52.9833,116.9167,56.41,76,7,2.37,clear sky
470,Taiobeiras,BR,-15.8078,-42.2331,56.08,69,60,5.41,broken clouds
471,Lingyuan,CN,41.24,119.4011,66.74,81,19,8.32,few clouds
472,Grand Gaube,MU,-20.0064,57.6608,68.4,67,27,20.07,scattered clouds
473,Sorong,ID,-0.8833,131.25,79.9,86,32,10.56,scattered clouds
474,Hervey Bay,AU,-25.2986,152.8535,69.91,89,2,4.0,clear sky
475,Sfantu Gheorghe,RO,45.8667,25.7833,74.26,79,4,1.01,clear sky
476,Borovsk,RU,55.2064,36.4861,66.7,95,89,2.8,overcast clouds
477,Batagay-Alyta,RU,67.8006,130.4114,63.88,47,1,3.18,clear sky
478,Atasu,KZ,48.6814,71.6433,71.98,48,10,1.59,clear sky
479,Puerto Madryn,AR,-42.7692,-65.0385,58.91,37,21,14.03,few clouds
480,Bac Lieu,VN,9.285,105.7244,78.78,85,64,10.96,broken clouds
481,Port-Gentil,GA,-0.7193,8.7815,75.16,94,75,10.36,broken clouds
482,Maldonado,UY,-34.6667,-54.9167,44.22,91,4,2.1,clear sky
483,Cuenca,EC,-2.8833,-78.9833,59.13,58,75,6.91,light rain
484,Mwinilunga,ZM,-11.7358,24.4293,56.71,55,1,4.5,clear sky
485,Lasa,IT,46.6166,10.7002,58.08,94,78,6.51,broken clouds
486,Castlemaine,AU,-37.0667,144.2167,47.35,84,4,6.89,clear sky
487,Buchanan,LR,5.8808,-10.0467,76.46,78,80,7.4,broken clouds
488,Tallahassee,US,30.4383,-84.2807,82.92,69,75,4.61,broken clouds
489,Arshan,RU,46.2732,44.22,78.46,47,38,11.18,scattered clouds
490,Rabat,MA,33.9911,-6.8401,66.15,84,3,0.0,clear sky
491,Dingle,PH,10.9995,122.6711,80.51,84,100,10.02,overcast clouds
492,Tomatlan,MX,19.9333,-105.25,86.81,67,11,7.23,few clouds
493,Karaton,ID,-6.3424,106.1045,77.95,95,35,1.45,scattered clouds
494,Namibe,AO,-15.1961,12.1522,68.94,83,66,1.72,broken clouds
495,Bahia Blanca,AR,-38.7196,-62.2724,49.75,44,0,9.13,clear sky
496,Fergus Falls,US,46.283,-96.0776,77.72,36,1,3.44,clear sky
497,Wanaka,NZ,-44.7,169.15,45.1,99,74,4.36,broken clouds
498,Samarai,PG,-10.6167,150.6667,78.06,63,90,7.94,overcast clouds
499,Zuenoula,CI,7.4292,-6.0431,69.98,96,59,3.94,broken clouds
500,Songjianghe,CN,42.1859,127.479,67.53,99,100,3.33,heavy intensity rain
501,Melilla,ES,35.2937,-2.9383,70.18,43,0,0.0,clear sky
502,Atar,MR,20.5169,-13.0499,92.79,35,42,13.2,scattered clouds
503,Akureyri,IS,65.6835,-18.0878,53.53,82,75,0.0,broken clouds
504,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,74.07,79,11,14.74,few clouds
505,Portland,US,45.5234,-122.6762,97.95,38,20,1.01,few clouds
506,Millinocket,US,45.6573,-68.7098,69.91,61,90,0.0,overcast clouds
507,Nong Han,TH,17.3608,103.1053,80.64,87,100,5.86,moderate rain
508,Tokomaru,NZ,-40.4667,175.5,57.85,84,45,2.98,scattered clouds
509,Kyra,RU,49.5776,111.9753,57.51,80,27,1.5,scattered clouds
510,Sakaiminato,JP,35.55,133.2333,84.18,74,75,9.22,broken clouds
511,Bulolo,PG,-7.2,146.65,74.66,82,89,1.95,overcast clouds
512,Tiruchchendur,IN,8.4833,78.1167,81.1,65,100,6.53,overcast clouds
513,Yeniseysk,RU,58.4497,92.1703,56.52,95,88,1.12,overcast clouds
514,Rogovskaya,RU,45.7312,38.7396,75.63,55,2,7.92,clear sky
515,Sorland,NO,67.667,12.6934,49.28,72,84,12.95,broken clouds
516,Norrtalje,SE,59.758,18.705,64.83,71,48,4.03,scattered clouds
517,Cortland,US,42.6001,-76.083,62.28,94,75,0.0,broken clouds
518,Waipawa,NZ,-41.4122,175.5153,52.43,67,93,3.42,overcast clouds
519,Griffith,US,41.5284,-87.4237,75.13,64,1,5.01,clear sky
520,Camocim,BR,-2.9022,-40.8411,78.24,74,97,11.56,overcast clouds
521,Clarence Town,AU,-32.5833,151.7833,59.63,83,96,0.65,overcast clouds
522,Whitehorse,CA,60.7161,-135.0538,86.02,21,20,8.05,few clouds
523,Mimarsinan,TR,41.0032,28.5377,81.99,54,0,6.4,clear sky
524,Denpasar,ID,-8.65,115.2167,78.46,94,75,11.5,broken clouds
525,Margate,GB,51.3813,1.3862,60.69,80,97,1.99,overcast clouds
526,Mayumba,GA,-3.432,10.6554,73.81,85,97,7.58,overcast clouds
527,Matay,EG,28.419,30.7792,87.01,27,0,10.04,clear sky
528,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,76.24,71,75,1.77,broken clouds
529,Sisimiut,GL,66.9395,-53.6735,53.08,64,0,4.68,clear sky
530,Tiksi,RU,71.6872,128.8694,49.05,68,18,4.61,few clouds
531,Batken,KG,39.8333,71.0,60.69,49,32,3.98,scattered clouds
532,Lunino,RU,53.5918,45.2271,70.92,76,83,3.89,broken clouds
533,Keetmanshoop,NA,-26.5833,18.1333,54.52,32,0,8.05,clear sky
534,Urumqi,CN,43.801,87.6005,65.35,42,0,8.95,clear sky
535,Rocha,UY,-34.4833,-54.3333,45.25,94,2,3.67,clear sky
536,Gouyave,GD,12.1646,-61.7296,81.37,83,20,19.57,few clouds
537,Hurghada,EG,27.2574,33.8129,86.04,66,0,2.3,clear sky
538,Bilibino,RU,68.0546,166.4372,45.28,51,76,8.05,broken clouds
539,Saiha,IN,22.4833,92.9667,70.34,99,100,2.19,overcast clouds
540,Sayyan,YE,15.1718,44.3244,61.02,72,97,5.01,overcast clouds
541,Awbari,LY,26.5921,12.7805,88.09,11,0,4.63,clear sky
542,Cao Bang,VN,22.6667,106.25,73.9,95,96,2.77,overcast clouds
543,Nishihara,JP,26.1842,127.7558,83.86,84,75,18.41,broken clouds
544,Finschhafen,PG,-6.6024,147.8681,79.93,77,95,7.09,overcast clouds
545,Mabaruma,GY,8.2,-59.7833,74.84,96,17,2.95,few clouds
546,Nyrob,RU,60.733,56.7202,50.86,97,0,2.15,clear sky
547,Gimli,CA,50.6336,-96.9907,82.44,44,45,8.05,scattered clouds
548,Les Escoumins,CA,48.1111,-69.0236,64.96,63,57,12.39,broken clouds
549,Kushiro,JP,42.975,144.3747,67.15,100,75,8.05,fog
550,Disa,IN,24.25,72.1667,79.47,83,100,10.85,overcast clouds
551,Tigil,RU,57.8,158.6667,46.8,97,100,5.59,moderate rain
552,Vostok,RU,46.4856,135.8833,73.54,65,39,2.37,scattered clouds
553,Beacon,US,41.5048,-73.9696,72.75,93,90,4.61,moderate rain
554,La Ligua,CL,-32.4524,-71.2311,55.18,53,0,0.74,clear sky
555,College,US,64.8569,-147.8028,79.0,49,75,3.44,broken clouds
556,Pimentel,PE,-6.8367,-79.9342,68.29,82,20,3.0,few clouds
557,Winnemucca,US,40.973,-117.7357,86.11,32,1,8.05,clear sky
558,Dzhankoy,UA,45.7167,34.4,73.6,65,0,5.61,clear sky
559,Portoferraio,IT,42.8115,10.3146,80.1,61,63,21.07,broken clouds
560,Rockland,US,41.1668,-74.0496,73.65,87,76,6.51,light rain
561,Ulaangom,MN,49.9811,92.0667,57.29,60,78,2.51,broken clouds
562,Biratnagar,NP,26.4831,87.2834,77.04,94,100,7.92,overcast clouds
563,Burns Lake,CA,54.2331,-125.7533,87.22,25,1,3.04,clear sky
564,Itarema,BR,-2.9248,-39.9167,79.0,73,84,14.14,broken clouds
565,Teguise,ES,29.0605,-13.564,68.22,73,40,16.11,scattered clouds
566,Sitka,US,57.0531,-135.33,64.29,68,75,5.75,broken clouds
567,Santa Catarina De Tepehuanes,MX,25.35,-105.7333,75.67,49,96,10.11,overcast clouds
568,Kimbe,PG,-5.5502,150.1429,83.03,69,40,4.85,scattered clouds
569,Zhigalovo,RU,54.8097,105.1578,59.81,86,78,1.21,broken clouds
570,Susanville,US,40.4163,-120.653,89.82,22,20,8.01,haze
571,Vangaindrano,MG,-23.35,47.6,65.21,89,85,5.08,overcast clouds
572,Marmaris,TR,36.855,28.2742,87.78,37,0,8.43,clear sky
573,Mananjary,MG,-21.2167,48.3333,63.05,93,12,4.38,few clouds
574,Tokur,RU,53.1333,132.9,54.88,99,100,1.81,light rain
575,Tabou,CI,4.423,-7.3528,76.6,79,90,6.31,overcast clouds
576,Sidi Ali,DZ,36.0998,0.4206,71.55,55,74,3.67,broken clouds
577,Te Anau,NZ,-45.4167,167.7167,45.88,89,99,1.61,overcast clouds
578,Tchibanga,GA,-2.85,11.0333,69.19,91,100,3.42,overcast clouds
579,Batemans Bay,AU,-35.7167,150.1833,54.1,87,11,3.83,few clouds
580,Santa Cruz,BO,-17.8,-63.1667,69.26,39,20,6.91,smoke
581,Takoradi,GH,4.8845,-1.7554,75.27,90,32,4.97,scattered clouds
582,Gondanglegi,ID,-7.7479,112.0132,73.9,87,9,13.91,clear sky
583,Novodugino,RU,55.6305,34.2842,62.22,80,100,3.6,overcast clouds
584,Ariquemes,BR,-9.9133,-63.0408,78.17,37,3,2.46,clear sky
585,Iralaya,HN,15.0,-83.2333,86.09,81,20,10.13,few clouds
586,Victor Harbor,AU,-35.5667,138.6167,57.2,58,1,15.95,clear sky
587,Riyadh,SA,24.6877,46.7219,91.54,11,4,5.06,clear sky
588,Nivala,FI,63.9167,24.9667,58.68,98,86,3.85,overcast clouds
589,Nyagan,RU,62.1406,65.3936,54.5,97,88,4.61,light rain
590,Herre,NO,59.1,9.5667,60.06,76,99,5.5,overcast clouds
591,Moi,NO,58.4567,6.5518,58.28,90,89,2.66,overcast clouds
592,Hauterive,FR,46.0901,3.4459,57.96,90,30,4.23,scattered clouds
593,Edson,CA,53.5835,-116.4356,77.14,57,1,4.61,clear sky
594,Neftcala,AZ,39.3742,49.2472,78.33,61,69,4.27,broken clouds
595,Sterling,US,39.0062,-77.4286,82.53,78,20,5.01,few clouds
596,Matagami,CA,49.7502,-77.6328,60.91,63,20,10.36,few clouds
597,Veraval,IN,20.9,70.3667,81.25,85,100,20.0,overcast clouds
598,Bandarbeyla,SO,9.4942,50.8122,82.27,62,11,24.83,few clouds
599,Oxford,GB,51.7522,-1.256,58.41,92,20,1.14,few clouds
600,Torbay,CA,47.6666,-52.7314,65.57,76,20,13.8,few clouds
601,Emerald,AU,-23.5333,148.1667,69.94,78,0,6.91,clear sky
602,Shakawe,BW,-18.3667,21.85,55.18,47,0,5.91,clear sky
603,Sainte-Maxime,FR,43.3,6.6333,73.42,43,21,18.52,few clouds
604,Kutum,SD,14.2,24.6667,72.5,75,49,16.6,scattered clouds
605,Cap Malheureux,MU,-19.9842,57.6142,68.49,67,19,20.33,few clouds
606,Savannakhet,LA,16.566,104.751,75.58,87,98,9.19,light rain
607,Balkanabat,TM,39.5108,54.3671,87.26,12,47,4.92,scattered clouds
608,Chenghai,CN,23.4632,116.768,82.31,89,40,2.24,light rain
609,Khani,GE,41.9563,42.9566,60.37,95,85,2.13,overcast clouds
610,Grand Island,US,40.925,-98.342,82.35,47,1,5.01,haze
611,Kalemie,CD,-5.9475,29.1947,68.85,63,4,2.3,clear sky
612,Rio Grande,BR,-32.035,-52.0986,47.95,93,18,6.02,few clouds
613,Prince Rupert,CA,54.3161,-130.3201,62.69,87,75,6.91,broken clouds
614,Storforshei,NO,66.4043,14.5233,44.65,87,64,4.43,broken clouds
615,Mount Isa,AU,-20.7333,139.5,73.17,38,12,0.0,few clouds
616,Baiao,BR,-2.7906,-49.6717,77.36,64,53,1.7,broken clouds
617,Hareid,NO,62.3714,6.0263,53.71,78,62,3.0,broken clouds
618,Brae,GB,60.3964,-1.353,49.91,79,100,12.86,overcast clouds
619,Mehamn,NO,71.0357,27.8492,44.83,93,100,19.42,moderate rain
620,Whitianga,NZ,-36.8333,175.7,62.02,72,22,6.96,few clouds
621,Kurgan,RU,55.45,65.3333,61.07,87,2,5.86,clear sky
622,Soller,ES,39.7662,2.7152,73.85,75,95,1.01,overcast clouds
623,Elesbao Veloso,BR,-6.2019,-42.1403,83.57,34,72,8.97,broken clouds
624,Port Blair,IN,11.6667,92.75,81.75,81,100,18.84,overcast clouds
625,Mwene-Ditu,CD,-7.0,23.45,69.67,33,100,4.5,overcast clouds
626,Reforma,MX,18.1,-91.0167,87.39,58,100,3.42,overcast clouds
627,Pisco,PE,-13.7,-76.2167,62.65,82,0,11.5,clear sky
628,Umm Kaddadah,SD,13.6017,26.6876,81.73,61,16,19.69,few clouds
629,Amapa,BR,1.0,-52.0,71.67,98,8,3.06,clear sky
630,Alcacer Do Sal,PT,38.3733,-8.5144,68.52,95,99,5.12,overcast clouds
631,Isangel,VU,-19.55,169.2667,71.71,83,75,5.75,broken clouds
632,Ouesso,CG,1.6136,16.0517,72.59,91,98,2.57,overcast clouds
633,Bhag,PK,29.0415,67.8239,98.08,37,15,6.53,few clouds
634,Marawi,PH,7.9986,124.2928,72.64,91,100,4.41,overcast clouds
635,Avenal,US,36.0041,-120.129,103.82,10,0,16.02,clear sky
636,Yakeshi,CN,49.2833,120.7333,57.72,83,0,3.33,clear sky
637,Belyy Yar,RU,53.6039,91.3903,53.49,100,0,2.24,clear sky
638,Raton,US,36.9034,-104.4391,67.05,65,75,14.97,broken clouds
639,Xining,CN,36.6167,101.7667,58.91,67,27,2.75,scattered clouds
640,Olga,RU,43.7444,135.2892,68.43,92,100,8.46,moderate rain
641,Clyde River,CA,70.4692,-68.5914,43.03,87,40,19.57,scattered clouds
642,Bang Saphan,TH,11.2126,99.5117,78.75,83,100,9.06,overcast clouds
643,Geelong,AU,-38.1471,144.3607,52.99,85,1,1.01,clear sky
644,Tahta,EG,26.7693,31.5021,88.12,18,38,4.94,scattered clouds
645,Adrar,MR,20.5022,-10.0711,93.24,27,27,8.3,scattered clouds
646,Fare,PF,-16.7,-151.0167,77.23,68,42,13.44,scattered clouds
647,Selikhino,RU,50.3672,137.4996,63.9,75,63,6.49,broken clouds
648,Bacolod,PH,10.6667,122.95,80.73,87,100,12.1,overcast clouds
649,Kosh-Agach,RU,50.0,88.6667,45.21,65,5,2.73,clear sky
650,Kasongo-Lunda,CD,-6.4667,16.8167,72.79,28,97,0.54,overcast clouds
651,Pasewalk,DE,53.5063,13.99,60.82,93,54,7.25,broken clouds
652,Coueron,FR,47.2151,-1.7217,62.28,88,0,3.44,clear sky
653,Marion,US,39.7684,-86.1555,77.38,52,20,18.41,few clouds
654,Dakar,SN,14.6937,-17.4441,82.53,78,40,4.61,scattered clouds
655,Partizanskoye,RU,55.5006,94.39,52.14,91,4,3.98,clear sky
656,Yar-Sale,RU,66.8333,70.8333,54.81,97,100,16.06,light rain
657,Ancud,CL,-41.8697,-73.8203,47.73,82,58,3.85,broken clouds
658,San Bernardo,CL,-33.6,-70.7167,67.75,26,0,2.17,clear sky
659,Nanton,CA,50.3501,-113.7687,93.88,14,76,15.48,broken clouds
660,Pakokku,MM,21.3333,95.1,79.48,82,100,8.23,overcast clouds
661,Dire,ML,12.2833,-10.9667,72.99,95,90,1.59,overcast clouds
662,Kaeo,NZ,-35.1,173.7833,59.32,83,36,10.09,scattered clouds
663,Mattru,SL,7.6244,-11.8332,73.42,94,99,3.38,light rain
664,Bowen,AU,-20.0167,148.2333,70.02,73,8,5.75,clear sky
665,Goundam,ML,16.4145,-3.6708,90.54,41,4,12.08,clear sky
666,Barguzin,RU,53.6167,109.6167,63.54,72,7,1.21,clear sky
667,North Platte,US,41.1239,-100.7654,85.01,33,20,3.0,few clouds
668,Cochrane,CA,51.1834,-114.4687,93.2,24,1,10.36,clear sky
669,Privolzhskiy,RU,51.4,46.0333,73.9,63,50,3.67,scattered clouds
670,Mana,GF,5.6592,-53.7767,79.21,83,59,8.12,broken clouds
671,Bernay,FR,49.1667,0.6667,60.04,90,16,4.23,few clouds
672,Cordoba,AR,-31.4135,-64.1811,60.76,37,0,1.01,clear sky
673,Gizo,SB,-8.103,156.8419,80.73,80,49,11.97,light rain
674,Da Lat,VN,11.9465,108.4419,62.55,95,100,4.56,overcast clouds
675,Merrydale,US,30.5013,-91.1084,91.9,76,1,6.91,clear sky
676,Alexandria,EG,31.2156,29.9553,79.34,83,0,4.61,clear sky
677,Salinopolis,BR,-0.6136,-47.3561,78.21,81,69,10.16,broken clouds
678,Romny,UA,50.751,33.4747,70.92,56,1,7.31,clear sky
679,Valparaiso,CL,-33.0393,-71.6273,56.84,67,0,0.0,clear sky
680,Moron,AR,-34.6534,-58.6198,53.02,82,0,3.31,clear sky
681,Kirby,US,29.4633,-98.3856,97.66,52,75,4.0,broken clouds
682,Kavaratti,IN,10.5669,72.642,81.97,77,82,15.64,broken clouds
683,Chesma,RU,53.8111,60.6533,64.56,61,55,6.6,broken clouds
684,Staryy Nadym,RU,65.6118,72.6842,57.54,89,100,10.58,light rain
685,Perbaungan,ID,3.5679,98.956,75.31,86,99,2.62,overcast clouds
686,Korgen,NO,66.0771,13.8153,47.3,90,31,4.38,scattered clouds
687,Rafai,CF,4.95,23.9167,67.1,96,100,2.59,overcast clouds
688,Okakarara,NA,-20.5833,17.4333,48.6,42,0,5.57,clear sky
689,Yarmouth,US,41.7057,-70.2286,72.07,71,90,1.01,overcast clouds
690,San Andres,CO,12.5847,-81.7006,86.02,74,75,16.11,broken clouds
691,Manoleasa,RO,47.9833,27.0667,81.86,58,42,8.12,scattered clouds
692,Chengde,CN,40.9725,117.9361,66.76,88,9,2.98,clear sky
693,Strezhevoy,RU,60.7333,77.5889,55.38,80,100,6.33,overcast clouds
694,Madaoua,NE,14.073,5.96,87.4,52,74,0.4,broken clouds
695,General Roca,AR,-39.0333,-67.5833,48.6,43,2,7.36,clear sky
696,Nathdwara,IN,24.9333,73.8167,72.75,88,100,13.85,moderate rain
697,Lata,PT,40.1629,-8.3327,67.05,99,94,0.4,overcast clouds
