City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
109,Yellowknife,CA,2021-07-29 22:32:01,62.456,-114.3525,70.32,49,40,12.66
110,Finschhafen,PG,2021-07-29 22:36:29,-6.6024,147.8681,82.31,74,91,6.96
111,Kruisfontein,ZA,2021-07-29 22:36:29,-34.0033,24.7314,50.88,85,1,6.58
112,Marawi,PH,2021-07-29 22:36:29,7.9986,124.2928,70.65,75,94,3.27
113,Richards Bay,ZA,2021-07-29 22:36:29,-28.783,32.0377,63.16,73,19,8.34
114,Shestakovo,RU,2021-07-29 22:36:30,56.4915,103.96,61.21,94,100,3.96
115,Manggar,ID,2021-07-29 22:36:30,-2.8833,108.2667,80.4,81,32,8.84
116,Cabo San Lucas,MX,2021-07-29 22:34:20,22.8909,-109.9124,93.81,62,20,9.22
117,Lata,PT,2021-07-29 22:31:59,40.1629,-8.3327,62.04,97,2,1.88
118,Chenzhou,CN,2021-07-29 22:36:28,25.8,113.0333,80.26,83,48,3.62
119,Bafia,CM,2021-07-29 22:36:30,4.75,11.2333,67.68,98,97,1.45
120,Rundu,NA,2021-07-29 22:36:31,-17.9333,19.7667,51.84,37,71,6.08
121,Kyshtovka,RU,2021-07-29 22:36:31,56.555,76.6271,53.33,69,97,6.06
122,Ulaanbaatar,MN,2021-07-29 22:36:31,47.9077,106.8832,55.53,94,40,2.24
123,Lovozero,RU,2021-07-29 22:36:32,68.005,35.0117,48.54,72,100,3.89
124,Kununurra,AU,2021-07-29 22:36:10,-15.7667,128.7333,60.78,94,3,0.0
125,Puerto Ayora,EC,2021-07-29 22:36:32,-0.7393,-90.3518,75.16,81,44,9.19
126,Bengkulu,ID,2021-07-29 22:36:02,-3.8004,102.2655,74.39,91,35,4.99
127,Mayo,US,2021-07-29 22:36:33,38.8876,-76.5119,82.98,87,90,1.01
128,Stromness,GB,2021-07-29 22:36:33,58.965,-3.296,55.65,94,100,12.06
129,Tall Kayf,TR,2021-07-29 22:36:34,37.0833,41.0667,89.38,24,0,8.9
130,Hermanus,ZA,2021-07-29 22:36:35,-34.4187,19.2345,53.91,83,11,6.82
131,Nome,US,2021-07-29 22:36:35,64.5011,-165.4064,50.16,93,90,10.36
132,Hamilton,US,2021-07-29 22:35:06,39.1834,-84.5333,86.99,75,75,3.0
133,Makakilo City,US,2021-07-29 22:36:36,21.3469,-158.0858,86.32,60,75,14.97
134,Miraflores,MX,2021-07-29 22:36:36,19.2167,-98.8083,77.04,70,98,2.46
135,Batak,BG,2021-07-29 22:36:36,41.95,24.2167,73.83,39,5,6.02
136,Magistralnyy,RU,2021-07-29 22:36:36,56.1725,107.4458,67.21,65,3,2.33
137,Petauke,ZM,2021-07-29 22:36:37,-14.2426,31.3253,59.41,56,0,9.15
138,Ampanihy,MG,2021-07-29 22:36:37,-24.7,44.75,67.78,64,47,5.91
139,Provideniya,RU,2021-07-29 22:36:37,64.3833,-173.3,51.91,82,75,13.42
140,Fortuna,US,2021-07-29 22:35:28,40.5982,-124.1573,74.86,69,20,4.0
141,Longyearbyen,SJ,2021-07-29 22:36:38,78.2186,15.6401,44.44,65,75,3.44
142,Sept-Iles,CA,2021-07-29 22:36:38,50.2001,-66.3821,66.72,55,90,10.36
143,Port Moresby,PG,2021-07-29 22:32:14,-9.4431,147.1797,78.22,89,75,4.61
144,Port Said,EG,2021-07-29 22:36:39,31.2565,32.2841,80.58,83,0,8.05
145,Snezhnogorsk,RU,2021-07-29 22:36:39,69.1933,33.2531,44.38,86,100,4.38
146,Tasiilaq,GL,2021-07-29 22:35:23,65.6145,-37.6368,53.76,71,70,2.57
147,Severnoye,RU,2021-07-29 22:36:39,56.3491,78.3619,51.94,70,49,6.33
148,Cayenne,GF,2021-07-29 22:36:40,4.9333,-52.3333,82.09,82,2,1.99
149,Awjilah,LY,2021-07-29 22:36:40,29.1081,21.2869,81.1,55,0,12.8
150,Diamantina,BR,2021-07-29 22:36:40,-18.2494,-43.6003,55.58,37,2,4.83
151,Vao,NC,2021-07-29 22:36:41,-22.6667,167.4833,71.58,62,82,10.11
152,Cherskiy,RU,2021-07-29 22:36:41,68.75,161.3,36.52,68,99,20.18
153,Port Elizabeth,ZA,2021-07-29 22:36:42,-33.918,25.5701,53.89,87,0,5.75
154,Havoysund,NO,2021-07-29 22:36:43,70.9963,24.6622,47.28,83,100,11.12
155,Noumea,NC,2021-07-29 22:36:43,-22.2763,166.4572,75.18,99,58,12.1
156,Nisia Floresta,BR,2021-07-29 22:36:43,-6.0911,-35.2086,79.18,81,89,10.63
157,Phangnga,TH,2021-07-29 22:36:43,8.4509,98.5298,83.91,91,99,4.27
158,Sola,VU,2021-07-29 22:36:44,-13.8833,167.55,81.27,83,90,0.0
159,Klaebu,NO,2021-07-29 22:36:44,63.2976,10.4826,59.23,85,83,4.81
160,Znamenskoye,RU,2021-07-29 22:36:45,57.1281,73.8282,49.62,85,91,5.75
161,Port Lincoln,AU,2021-07-29 22:35:43,-34.7333,135.8667,57.27,58,29,20.18
162,Beringovskiy,RU,2021-07-29 22:36:45,63.05,179.3167,42.4,88,88,13.18
163,Bathsheba,BB,2021-07-29 22:36:46,13.2167,-59.5167,83.01,69,20,14.97
164,Aklavik,CA,2021-07-29 22:36:06,68.2191,-135.0107,70.52,56,75,2.3
165,Chimbote,PE,2021-07-29 22:36:46,-9.0853,-78.5783,65.95,82,39,9.15
166,Isla Vista,US,2021-07-29 22:36:47,34.4133,-119.861,100.67,55,1,13.8
167,Clyde River,CA,2021-07-29 22:36:47,70.4692,-68.5914,44.83,93,75,13.8
168,Aykhal,RU,2021-07-29 22:33:15,66.0,111.5,70.2,35,39,5.61
169,Syamzha,RU,2021-07-29 22:36:47,60.0158,41.0614,56.88,97,9,5.19
170,Ca Mau,VN,2021-07-29 22:35:30,9.1769,105.15,76.8,92,99,10.67
171,Qaanaaq,GL,2021-07-29 22:36:48,77.484,-69.3632,38.68,92,99,7.18
172,Konevo,RU,2021-07-29 22:36:48,62.1215,39.3192,57.36,99,99,0.83
173,Geraldton,AU,2021-07-29 22:36:49,-28.7667,114.6,61.21,88,40,16.11
174,Samarai,PG,2021-07-29 22:36:49,-10.6167,150.6667,80.2,82,48,11.32
175,Bazarnyy Karabulak,RU,2021-07-29 22:36:49,52.2683,46.4144,64.63,88,26,5.23
176,Dondo,MZ,2021-07-29 22:36:50,-19.6094,34.7431,65.71,89,1,2.75
177,Dingle,PH,2021-07-29 22:36:50,10.9995,122.6711,79.9,86,96,8.57
178,New Norfolk,AU,2021-07-29 22:36:51,-42.7826,147.0587,51.93,79,100,1.01
179,Syracuse,IT,2021-07-29 22:34:19,37.0881,15.2792,88.9,45,0,4.72
180,Moroni,KM,2021-07-29 22:36:51,-11.7022,43.2551,74.43,75,5,13.24
181,Dangara,IN,2021-07-29 22:36:51,29.6799,75.8931,79.79,87,19,2.75
182,Baruun-Urt,MN,2021-07-29 22:36:52,46.6806,113.2792,65.68,75,16,8.63
183,Show Low,US,2021-07-29 22:36:52,34.2542,-110.0298,71.15,73,1,12.66
184,San Patricio,US,2021-07-29 22:36:52,28.017,-97.5169,93.92,47,67,14.2
185,Sovetskiy,RU,2021-07-29 22:36:53,61.3614,63.5842,42.66,92,40,4.56
186,Khatanga,RU,2021-07-29 22:36:53,71.9667,102.5,72.19,61,1,13.91
187,Pudozh,RU,2021-07-29 22:33:09,61.8099,36.5345,57.92,98,80,4.47
188,Hami,CN,2021-07-29 22:36:54,42.8,93.45,87.08,21,0,5.91
189,Korla,CN,2021-07-29 22:36:54,41.7597,86.1469,87.6,23,30,18.16
190,Nikolskoye,RU,2021-07-29 22:36:55,59.7035,30.7861,64.29,90,14,4.63
191,Vanavara,RU,2021-07-29 22:36:55,60.34,102.2797,64.63,53,38,6.13
192,Busselton,AU,2021-07-29 22:36:55,-33.65,115.3333,49.08,73,100,26.62
193,Bardiyah,LY,2021-07-29 22:36:55,31.7561,25.0865,79.61,73,0,13.09
194,Raton,US,2021-07-29 22:36:56,36.9034,-104.4391,88.14,22,1,13.8
195,Canto Do Buriti,BR,2021-07-29 22:36:56,-8.11,-42.9444,84.25,31,46,3.11
196,Baikunthpur,IN,2021-07-29 22:36:56,23.25,82.55,73.24,93,100,10.02
197,Kavieng,PG,2021-07-29 22:36:57,-2.5744,150.7967,83.64,73,44,7.25
198,Quatre Cocos,MU,2021-07-29 22:36:57,-20.2078,57.7625,68.11,80,64,19.77
199,Ostrov,RU,2021-07-29 22:36:57,57.3439,28.3537,62.33,87,41,5.86
200,Ikauna,IN,2021-07-29 22:36:58,27.55,81.9667,80.64,89,100,9.95
201,Ingham,US,2021-07-29 22:36:37,42.6,-84.3833,84.88,68,40,6.91
202,Sturgis,US,2021-07-29 22:36:58,41.7992,-85.4192,82.53,44,1,9.22
203,Luderitz,NA,2021-07-29 22:36:58,-26.6481,15.1594,62.6,40,0,7.94
204,Porto Novo,BJ,2021-07-29 22:36:59,6.4965,2.6036,78.62,80,91,6.17
205,Kukushtan,RU,2021-07-29 22:36:59,57.6464,56.4952,60.42,97,98,4.83
206,Kapuskasing,CA,2021-07-29 22:37:00,49.4169,-82.4331,51.89,93,90,11.5
207,Pangai,TO,2021-07-29 22:37:00,-19.8,-174.35,78.91,65,20,16.11
208,Boende,CD,2021-07-29 22:37:00,-0.2167,20.8667,72.63,49,42,2.13
209,Nyurba,RU,2021-07-29 22:37:01,63.2842,118.3319,63.05,48,22,4.14
210,Jiaozuo,CN,2021-07-29 22:37:01,35.2397,113.2331,74.01,88,21,2.84
211,Nassau,US,2021-07-29 22:37:02,40.7507,-73.5829,74.91,89,90,8.99
212,Strathblane,GB,2021-07-29 22:37:02,55.986,-4.3066,59.56,89,90,5.75
213,Gravina In Puglia,IT,2021-07-29 22:37:03,40.8197,16.4228,83.86,31,0,4.5
214,Warkworth,NZ,2021-07-29 22:37:03,-36.4,174.6667,60.91,81,9,10.74
215,Behshahr,IR,2021-07-29 22:37:03,36.6923,53.5526,71.55,85,96,4.72
216,Maragogi,BR,2021-07-29 22:37:04,-9.0122,-35.2225,74.43,85,78,6.87
217,Marsh Harbour,BS,2021-07-29 22:35:29,26.5412,-77.0636,84.29,66,71,8.75
218,La Ronge,CA,2021-07-29 22:37:04,55.1001,-105.2842,80.85,34,75,4.61
219,Broome,US,2021-07-29 22:37:05,42.2506,-75.833,74.55,88,90,1.01
220,Byron Bay,AU,2021-07-29 22:37:05,-28.65,153.6167,66.06,56,0,7.78
221,Leningradskiy,RU,2021-07-29 22:35:51,69.3833,178.4167,32.65,98,100,19.84
222,Sao Filipe,CV,2021-07-29 22:37:06,14.8961,-24.4956,75.88,76,96,5.7
223,Bemidji,US,2021-07-29 22:37:06,47.4736,-94.8803,81.14,43,1,9.22
224,Olafsvik,IS,2021-07-29 22:36:44,64.8945,-23.7142,53.37,87,92,6.93
225,Constitucion,CL,2021-07-29 22:35:56,-35.3333,-72.4167,51.76,76,0,2.59
226,Lahij,YE,2021-07-29 22:37:07,13.1667,44.5833,82.9,63,89,3.09
227,Los Zacatones,MX,2021-07-29 22:37:07,22.95,-102.05,74.75,32,95,14.27
228,Ostrovnoy,RU,2021-07-29 22:37:07,68.0531,39.5131,41.5,89,53,5.61
229,Mount Gambier,AU,2021-07-29 22:37:08,-37.8333,140.7667,48.11,57,40,18.41
230,Owando,CG,2021-07-29 22:37:09,-0.4819,15.8999,76.24,48,76,1.12
231,Kirakira,SB,2021-07-29 22:37:09,-10.4544,161.9205,84.09,70,6,6.78
232,Ilulissat,GL,2021-07-29 22:37:09,69.2167,-51.1,51.82,71,57,3.44
233,Linxia,CN,2021-07-29 22:37:10,35.6003,103.2064,60.44,46,0,5.84
234,Paine,CL,2021-07-29 22:37:10,-33.8167,-70.75,71.1,34,0,2.55
235,Marinette,US,2021-07-29 22:33:39,45.1,-87.6307,81.72,73,40,12.66
236,Arraial Do Cabo,BR,2021-07-29 22:37:10,-22.9661,-42.0278,69.76,49,75,14.97
237,Matara,LK,2021-07-29 22:37:12,5.9485,80.5353,78.64,88,65,11.36
238,Faanui,PF,2021-07-29 22:37:12,-16.4833,-151.75,78.57,75,69,11.52
239,North Las Vegas,US,2021-07-29 22:37:12,36.1989,-115.1175,107.82,18,1,6.91
240,Omboue,GA,2021-07-29 22:37:13,-1.5746,9.2618,74.66,80,28,8.72
241,Nakasongola,UG,2021-07-29 22:37:13,1.3089,32.4564,63.79,90,86,1.52
242,Leipzig,DE,2021-07-29 22:37:14,51.342,12.375,63.19,69,0,8.99
243,Sao Joao Da Barra,BR,2021-07-29 22:37:14,-21.6403,-41.0511,61.74,57,14,24.25
244,Nemuro,JP,2021-07-29 22:37:14,43.3236,145.575,67.08,98,92,8.99
245,Mushie,CD,2021-07-29 22:37:15,-3.0167,16.9,75.0,28,66,3.62
246,Maldonado,UY,2021-07-29 22:37:16,-34.6667,-54.9167,47.23,81,12,5.41
247,Yelniki,RU,2021-07-29 22:37:16,54.6207,43.876,62.47,94,58,6.42
248,Faya,SA,2021-07-29 22:37:17,18.3851,42.4509,68.11,60,59,3.83
249,Asau,RO,2021-07-29 22:37:17,46.4333,26.4,68.76,88,0,4.07
250,Kodiak,US,2021-07-29 22:37:18,57.79,-152.4072,56.71,67,90,6.91
251,Were Ilu,ET,2021-07-29 22:37:18,10.6,39.4333,53.6,92,100,4.47
252,Yokote,JP,2021-07-29 22:37:18,39.3,140.5667,73.56,81,66,4.52
253,Malanje,AO,2021-07-29 22:37:19,-9.5402,16.341,66.54,25,0,2.57
254,Kontagora,NG,2021-07-29 22:37:19,10.3999,5.4695,72.66,94,94,4.18
255,Vostok,RU,2021-07-29 22:36:37,46.4856,135.8833,69.69,96,97,2.37
256,Kaitangata,NZ,2021-07-29 22:37:20,-46.2817,169.8464,52.93,79,77,7.11
257,San Quintin,MX,2021-07-29 22:37:20,30.4833,-115.95,76.23,68,1,15.52
258,Chancay,PE,2021-07-29 22:37:20,-11.5714,-77.2672,62.47,85,36,7.11
259,Sangar,RU,2021-07-29 22:37:21,63.9242,127.4739,63.34,40,14,1.36
260,Bredasdorp,ZA,2021-07-29 22:34:21,-34.5322,20.0403,51.12,82,3,6.91
261,Vestmannaeyjar,IS,2021-07-29 22:37:21,63.4427,-20.2734,56.16,88,92,6.53
262,Altay,CN,2021-07-29 22:37:22,47.8667,88.1167,65.1,19,66,4.9
263,Saint-Georges,GD,2021-07-29 22:37:22,12.0564,-61.7485,82.08,78,20,13.8
264,Amurzet,RU,2021-07-29 22:37:22,47.6967,131.0981,78.82,62,100,4.25
265,Bol,TD,2021-07-29 22:37:22,13.4586,14.7147,80.08,75,95,5.41
266,Chokurdakh,RU,2021-07-29 22:37:23,70.6333,147.9167,45.7,52,95,6.67
267,Japura,ID,2021-07-29 22:37:23,-0.3167,102.35,72.84,76,99,1.72
268,Guerrero Negro,MX,2021-07-29 22:37:14,27.9769,-114.0611,77.9,65,8,20.67
269,Williston,US,2021-07-29 22:37:02,48.147,-103.618,81.81,48,100,1.99
270,Bilibino,RU,2021-07-29 22:37:24,68.0546,166.4372,40.15,58,96,6.26
271,Galle,LK,2021-07-29 22:37:24,6.0367,80.217,79.65,86,55,12.93
272,Valparaiso,CL,2021-07-29 22:32:53,-33.0393,-71.6273,52.03,83,20,4.61
273,Podyuga,RU,2021-07-29 22:37:24,61.095,40.8647,56.61,98,74,5.48
274,Tombouctou,ML,2021-07-29 22:37:25,20.0,-3.0,87.91,40,97,12.5
275,Villa Rica,US,2021-07-29 22:37:25,33.7321,-84.9191,93.81,69,1,6.04
276,Port Hardy,CA,2021-07-29 22:34:54,50.6996,-127.4199,69.98,78,20,10.36
277,Saint-Pierre,RE,2021-07-29 22:37:26,-21.3393,55.4781,67.68,78,75,20.71
278,Husavik,IS,2021-07-29 22:37:26,66.0449,-17.3389,51.71,94,92,3.04
279,Inta,RU,2021-07-29 22:37:26,66.0317,60.1659,45.91,87,83,4.16
280,Surin,TH,2021-07-29 22:37:26,14.8818,103.4936,79.18,88,100,8.93
281,Panama City,PA,2021-07-29 22:35:31,8.9936,-79.5197,84.06,93,75,4.61
282,Myrtle Beach,US,2021-07-29 22:33:29,33.6891,-78.8867,91.33,75,1,12.66
283,Dharchula,IN,2021-07-29 22:37:27,29.85,80.5333,72.0,96,98,1.14
284,Passo Fundo,BR,2021-07-29 22:37:27,-28.2628,-52.4067,34.16,77,4,3.29
285,Tyazhinskiy,RU,2021-07-29 22:37:28,56.116,88.524,55.29,74,100,4.56
286,Tarko-Sale,RU,2021-07-29 22:37:28,64.9225,77.785,48.38,85,79,12.55
287,Brownwood,US,2021-07-29 22:37:29,31.7093,-98.9912,98.6,41,64,19.66
288,Lancut,PL,2021-07-29 22:37:29,50.0687,22.2291,68.97,82,0,5.75
289,Cotonou,BJ,2021-07-29 22:37:29,6.3654,2.4183,78.78,83,20,9.22
290,Kuytun,RU,2021-07-29 22:34:25,54.3419,101.5036,53.26,82,100,7.92
291,Isiro,CD,2021-07-29 22:37:29,2.7739,27.616,63.66,98,73,1.88
292,Cortez,US,2021-07-29 22:37:30,37.3489,-108.5859,83.16,32,20,8.05
293,Norman Wells,CA,2021-07-29 22:37:30,65.282,-126.8329,69.84,60,90,6.91
294,Paamiut,GL,2021-07-29 22:37:30,61.994,-49.6678,45.93,82,75,0.89
295,Chuy,UY,2021-07-29 22:37:31,-33.6971,-53.4616,43.16,78,68,6.15
296,Vardo,NO,2021-07-29 22:37:31,70.3705,31.1107,45.16,86,100,3.38
