City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
297,Awbari,LY,2021-07-29 22:37:31,26.5921,12.7805,83.82,16,0,8.21
298,Metaxades,GR,2021-07-29 22:37:32,41.4204,26.225,75.85,45,0,2.39
299,Ouango,CF,2021-07-29 22:37:32,4.3133,22.5552,70.0,90,62,0.31
300,Tiznit,MA,2021-07-29 22:37:33,29.5833,-9.5,78.51,48,14,2.01
301,Lavrentiya,RU,2021-07-29 22:34:55,65.5833,-171.0,47.25,81,75,12.46
302,Nouadhibou,MR,2021-07-29 22:37:33,20.931,-17.0347,69.78,88,95,16.11
303,Zakamensk,RU,2021-07-29 22:37:34,50.3741,103.2863,52.93,96,94,2.8
304,Livani,LV,2021-07-29 22:37:34,56.3543,26.1758,63.07,74,69,4.68
305,Pierre,US,2021-07-29 22:37:34,44.3683,-100.351,92.05,56,1,5.01
306,Cukai,MY,2021-07-29 22:37:34,4.25,103.4167,77.14,91,100,4.59
307,Northam,GB,2021-07-29 22:37:35,51.0333,-4.2167,61.66,95,100,24.72
308,Sao Geraldo Do Araguaia,BR,2021-07-29 22:37:35,-6.4006,-48.555,82.27,31,0,3.06
309,Winneba,GH,2021-07-29 22:37:35,5.3511,-0.6231,77.47,88,41,5.99
310,College,US,2021-07-29 22:37:36,64.8569,-147.8028,68.0,65,90,4.61
311,Ballina,AU,2021-07-29 22:36:51,-28.8667,153.5667,53.78,62,0,6.91
312,Easton,US,2021-07-29 22:35:28,40.6884,-75.2207,77.25,92,40,1.01
313,Poum,NC,2021-07-29 22:37:37,-20.2333,164.0167,73.29,64,3,3.27
314,Victoria,HK,2021-07-29 22:37:37,22.2855,114.1577,84.33,91,99,4.0
315,Saint George,US,2021-07-29 22:35:14,37.1041,-113.5841,102.43,23,1,3.0
316,Darnah,LY,2021-07-29 22:37:37,32.767,22.6367,79.57,76,0,17.36
317,Whitehorse,CA,2021-07-29 22:37:38,60.7161,-135.0538,74.1,40,20,8.99
318,Horki,BY,2021-07-29 22:37:38,54.2861,30.9842,63.91,98,99,6.53
319,East London,ZA,2021-07-29 22:34:34,-33.0153,27.9116,58.66,70,3,8.23
320,Trincomalee,LK,2021-07-29 22:37:38,8.5711,81.2335,81.28,77,89,21.9
321,Wanning,CN,2021-07-29 22:37:39,18.8003,110.3967,80.58,85,98,7.65
322,Champerico,GT,2021-07-29 22:37:39,14.3,-91.9167,83.35,74,91,1.68
323,Kutum,SD,2021-07-29 22:37:39,14.2,24.6667,80.42,55,98,5.93
324,Fort Collins,US,2021-07-29 22:33:12,40.5853,-105.0844,98.44,35,1,5.99
325,Dali,CN,2021-07-29 22:37:40,25.7,100.1833,63.18,98,100,1.54
326,Mokobeng,BW,2021-07-29 22:37:40,-22.9965,27.6678,55.49,27,0,3.2
327,Actopan,MX,2021-07-29 22:37:41,20.2667,-98.9333,68.97,62,93,18.66
328,Tiksi,RU,2021-07-29 22:37:41,71.6872,128.8694,52.79,54,82,3.42
329,Bud,US,2021-07-29 22:37:41,39.447,-86.1758,87.78,78,81,11.99
330,Magugu,TZ,2021-07-29 22:37:42,-4.0167,35.7667,59.05,79,38,3.67
331,Flin Flon,CA,2021-07-29 22:37:42,54.7682,-101.865,75.04,57,90,2.3
332,Tarbagatay,RU,2021-07-29 22:37:42,51.4803,107.3602,60.33,93,100,4.81
333,Bonavista,CA,2021-07-29 22:37:43,48.6499,-53.1147,68.0,95,32,5.46
334,Youhao,CN,2021-07-29 22:37:43,47.8667,128.8333,75.34,75,71,1.34
335,Mezen,RU,2021-07-29 22:37:44,65.8522,44.24,45.3,86,58,5.39
336,Rawah,IQ,2021-07-29 22:37:44,34.4816,41.9093,90.79,21,0,11.01
337,Zhigansk,RU,2021-07-29 22:37:44,66.7697,123.3711,63.32,45,7,5.97
338,Tres Picos,MX,2021-07-29 22:37:45,15.8667,-93.5333,80.47,90,100,5.44
339,Shakawe,BW,2021-07-29 22:36:07,-18.3667,21.85,52.12,40,62,5.64
340,Laguna,US,2021-07-29 22:34:33,38.421,-121.4238,109.15,26,1,4.0
341,Tabou,CI,2021-07-29 22:37:45,4.423,-7.3528,76.12,85,86,5.93
342,Coihaique,CL,2021-07-29 22:35:44,-45.5752,-72.0662,51.75,43,90,8.05
343,Sioux Lookout,CA,2021-07-29 22:37:46,50.1001,-91.917,70.18,34,20,10.36
344,Colac,AU,2021-07-29 22:37:46,-38.3333,143.5833,47.62,60,18,16.06
345,Harbour Breton,CA,2021-07-29 22:37:46,47.4833,-55.7983,64.0,85,0,17.31
346,Port Macquarie,AU,2021-07-29 22:37:47,-31.4333,152.9167,49.89,41,0,4.68
347,Dzilam Gonzalez,MX,2021-07-29 22:37:47,21.2833,-88.9333,78.4,93,73,8.57
348,Alofi,NU,2021-07-29 22:37:48,-19.0595,-169.9187,76.89,78,40,16.11
349,Tran,BG,2021-07-29 22:37:48,42.8353,22.6517,74.97,34,11,2.24
350,Svetlogorsk,BY,2021-07-29 22:37:48,52.6333,29.7333,63.27,98,24,6.22
351,Ewa Beach,US,2021-07-29 22:37:49,21.3156,-158.0072,87.75,59,75,13.0
352,Irbit,RU,2021-07-29 22:37:49,57.6705,63.071,53.1,95,98,3.78
353,Bambanglipuro,ID,2021-07-29 22:37:50,-7.95,110.2833,74.43,92,86,3.53
354,Havelock,US,2021-07-29 22:37:50,34.8791,-76.9013,87.06,81,1,8.99
355,Hibbing,US,2021-07-29 22:37:50,47.4272,-92.9377,75.85,38,1,16.11
356,Linares,CL,2021-07-29 22:37:50,-35.85,-71.6,50.72,67,0,2.8
357,Brisbane,AU,2021-07-29 22:37:30,-27.4679,153.0281,63.63,64,0,5.01
358,Kirsanov,RU,2021-07-29 22:37:51,52.6549,42.7224,66.85,75,15,3.71
359,Quezaltepeque,SV,2021-07-29 22:37:51,13.835,-89.2744,94.28,91,85,2.39
360,Tepalcatepec,MX,2021-07-29 22:37:52,19.1833,-102.85,89.62,48,74,2.95
361,Port Blair,IN,2021-07-29 22:37:52,11.6667,92.75,81.99,84,100,17.09
362,Naze,JP,2021-07-29 22:37:52,28.3667,129.4833,79.72,81,2,3.06
363,Baker,US,2021-07-29 22:37:53,30.5882,-91.1682,93.78,62,40,5.75
364,Caravelas,BR,2021-07-29 22:37:53,-17.7125,-39.2481,70.68,76,100,15.82
365,Kahului,US,2021-07-29 22:36:30,20.8947,-156.47,86.02,77,40,19.57
366,Delvada,IN,2021-07-29 22:37:53,20.7667,71.0333,80.83,85,100,20.74
367,Hasaki,JP,2021-07-29 22:37:54,35.7333,140.8333,79.29,83,42,7.61
368,Saint-Augustin,CA,2021-07-29 22:37:54,51.226,-58.6502,57.81,62,99,7.52
369,Sooke,CA,2021-07-29 22:37:54,48.3746,-123.7276,86.02,52,49,7.18
370,Tomatlan,MX,2021-07-29 22:37:55,19.9333,-105.25,87.8,60,18,5.14
371,Kaeo,NZ,2021-07-29 22:37:55,-35.1,173.7833,62.33,87,64,11.32
372,Baton Rouge,US,2021-07-29 22:35:13,30.4508,-91.1545,93.9,68,40,5.75
373,Manaure,CO,2021-07-29 22:37:55,11.7751,-72.4445,87.87,58,18,12.21
374,Narsaq,GL,2021-07-29 22:37:56,60.9167,-46.05,55.62,82,78,3.78
375,Baykit,RU,2021-07-29 22:37:56,61.67,96.37,61.18,97,89,2.89
376,Biak,ID,2021-07-29 22:37:56,-0.9131,122.8766,77.02,82,91,3.67
377,Coahuayana,MX,2021-07-29 22:37:57,18.7333,-103.6833,90.88,63,58,4.79
378,Njombe,TZ,2021-07-29 22:37:57,-9.3333,34.7667,44.4,94,0,5.91
379,Matagami,CA,2021-07-29 22:37:57,49.7502,-77.6328,53.71,87,90,19.57
380,Jackson,US,2021-07-29 22:37:51,42.4165,-122.8345,102.02,17,1,6.91
381,Tamluk,IN,2021-07-29 22:37:58,22.3,87.9167,76.57,95,100,17.76
382,Griffith,US,2021-07-29 22:37:58,41.5284,-87.4237,87.22,74,40,1.01
383,Tambopata,PE,2021-07-29 22:37:58,-12.7333,-69.1833,64.29,52,0,3.44
384,Kavaratti,IN,2021-07-29 22:37:59,10.5669,72.642,82.33,76,100,15.97
385,Snasa,NO,2021-07-29 22:37:59,64.2457,12.3778,57.07,88,100,4.41
386,Roebourne,AU,2021-07-29 22:37:59,-20.7833,117.1333,65.97,71,5,4.88
387,Mandalgovi,MN,2021-07-29 22:38:00,45.7625,106.2708,60.82,65,21,11.01
388,Vila Do Maio,CV,2021-07-29 22:38:00,15.1333,-23.2167,77.79,76,99,7.58
389,Huarmey,PE,2021-07-29 22:38:01,-10.0681,-78.1522,66.51,80,36,8.84
390,Vila,PT,2021-07-29 22:38:01,42.0304,-8.1588,57.7,80,0,2.42
391,Chapais,CA,2021-07-29 22:38:01,49.7834,-74.8492,60.58,92,74,12.1
392,Omaruru,NA,2021-07-29 22:38:02,-21.4333,15.9333,55.22,23,0,8.43
393,Eirunepe,BR,2021-07-29 22:38:02,-6.6603,-69.8736,72.88,53,24,3.24
394,Novobelokatay,RU,2021-07-29 22:38:02,55.7062,58.9549,60.8,51,100,8.3
395,Boa Vista,BR,2021-07-29 22:38:03,2.8197,-60.6733,82.38,65,40,5.75
396,Ancud,CL,2021-07-29 22:38:03,-41.8697,-73.8203,45.93,89,88,8.86
397,Bousso,TD,2021-07-29 22:38:04,10.4795,16.7117,74.19,92,100,3.87
398,Sinfra,CI,2021-07-29 22:38:04,6.6167,-5.9167,74.57,96,61,3.22
399,Texarkana,US,2021-07-29 22:38:04,33.4251,-94.0477,98.82,47,1,4.0
400,Tytuvenai,LT,2021-07-29 22:38:05,55.6,23.2,60.71,84,61,6.06
401,Acapulco,MX,2021-07-29 22:38:05,16.8634,-99.8901,87.62,66,75,10.36
402,Labuhan,ID,2021-07-29 22:38:06,-6.8844,112.2051,75.2,87,95,6.82
403,Avera,US,2021-07-29 22:34:54,33.194,-82.5271,98.71,48,4,6.73
404,Lagoa,PT,2021-07-29 22:38:06,39.05,-27.9833,70.12,89,5,9.66
405,Rafai,CF,2021-07-29 22:38:07,4.95,23.9167,69.28,87,22,1.36
406,Codrington,AU,2021-07-29 22:34:30,-38.2667,141.9667,48.97,58,54,22.48
407,Iaciara,BR,2021-07-29 22:38:07,-14.0958,-46.6317,73.98,36,7,2.8
408,Catalina,US,2021-07-29 22:38:08,32.5056,-110.9211,94.86,19,82,9.86
409,Brae,GB,2021-07-29 22:38:08,60.3964,-1.353,53.51,92,100,11.83
410,Moron,AR,2021-07-29 22:38:09,-34.6534,-58.6198,52.99,57,0,1.01
411,Bethel,US,2021-07-29 22:34:29,41.3712,-73.414,72.72,91,90,1.99
412,Sinjar,IQ,2021-07-29 22:38:10,36.3209,41.8754,91.26,21,0,4.41
413,Svobodnyy,RU,2021-07-29 22:38:10,51.4,128.1333,70.63,79,2,5.82
414,Saqqez,IR,2021-07-29 22:38:11,36.2499,46.2735,64.85,70,1,5.06
415,Hambantota,LK,2021-07-29 22:38:11,6.1241,81.1185,79.75,82,41,18.72
416,Bubaque,GW,2021-07-29 22:38:11,11.2833,-15.8333,78.22,82,100,10.87
417,Kem,RU,2021-07-29 22:38:12,64.9555,34.5793,48.79,93,68,9.01
418,Oyama,JP,2021-07-29 22:38:12,36.3,139.8,81.03,82,53,4.09
419,Gombong,ID,2021-07-29 22:38:12,-7.6072,109.5142,72.97,90,66,3.15
420,Pervomayskiy,RU,2021-07-29 22:38:13,53.2485,40.2871,65.12,75,25,4.36
421,Oda,JP,2021-07-29 22:38:13,35.1833,132.5,75.97,71,51,3.53
422,Beloha,MG,2021-07-29 22:38:13,-25.1667,45.05,67.68,70,40,8.21
423,Howard Springs,AU,2021-07-29 22:38:13,-12.497,131.047,73.87,98,4,1.1
424,Hawalli,KW,2021-07-29 22:38:14,29.2833,47.9972,100.9,19,0,1.99
425,Puli,TW,2021-07-29 22:38:14,23.9664,120.9695,81.21,89,100,1.5
426,Komsomolskiy,UZ,2021-07-29 22:38:14,40.4272,71.7189,86.72,16,69,13.8
427,Kiunga,PG,2021-07-29 22:37:06,-6.1219,141.2906,71.1,99,100,0.96
428,Logstor,DK,2021-07-29 22:38:15,56.9624,9.2583,60.87,86,84,17.05
429,Tura,IN,2021-07-29 22:38:16,25.5198,90.2201,74.5,92,100,6.93
430,Jiujiang,CN,2021-07-29 22:38:16,29.7333,115.9833,79.92,78,5,1.39
431,Cuamba,MZ,2021-07-29 22:38:16,-14.8031,36.5372,58.84,75,6,3.67
432,Bose,IT,2021-07-29 22:38:17,45.4612,8.0137,73.13,75,38,4.85
433,Porto Belo,BR,2021-07-29 22:38:17,-27.1578,-48.5531,52.16,55,0,4.16
434,Mountain Home,US,2021-07-29 22:38:17,43.133,-115.6912,98.08,8,20,13.8
435,Brewster,US,2021-07-29 22:38:17,41.3973,-73.6171,73.29,95,90,1.01
436,Menongue,AO,2021-07-29 22:38:18,-14.6585,17.691,49.8,39,6,5.21
437,Nabire,ID,2021-07-29 22:36:26,-3.3667,135.4833,78.46,83,99,1.28
438,Podgornoye,RU,2021-07-29 22:38:18,51.735,39.1496,70.02,68,0,4.47
439,Ust-Omchug,RU,2021-07-29 22:38:18,61.15,149.6333,43.79,61,35,11.7
440,Launceston,AU,2021-07-29 22:38:19,-41.45,147.1667,51.8,94,75,1.01
441,Ixtapa,MX,2021-07-29 22:38:19,20.7,-105.2,88.83,70,40,11.5
442,Ust-Karsk,RU,2021-07-29 22:38:20,52.7011,118.8077,61.21,92,27,3.36
443,Grand Forks,US,2021-07-29 22:38:20,47.9417,-97.4337,84.13,25,1,11.5
444,Flinders,AU,2021-07-29 22:38:20,-34.5833,150.8552,53.06,78,0,1.01
445,Collie,AU,2021-07-29 22:38:21,-33.3667,116.15,46.98,88,100,14.79
446,Urengoy,RU,2021-07-29 22:38:21,65.9667,78.3667,51.73,90,78,9.6
447,Jumla,NP,2021-07-29 22:38:21,29.2747,82.1838,63.66,96,98,2.01
448,Serov,RU,2021-07-29 22:38:22,59.6033,60.5787,48.76,86,100,3.09
449,Acajutla,SV,2021-07-29 22:38:22,13.5928,-89.8275,98.94,72,86,3.62
450,Te Anau,NZ,2021-07-29 22:38:19,-45.4167,167.7167,48.49,84,100,1.32
451,Proletarsk,RU,2021-07-29 22:38:22,46.7031,41.7192,71.47,45,0,6.24
452,Nantucket,US,2021-07-29 22:35:55,41.2835,-70.0995,71.71,75,1,17.27
453,Luanda,AO,2021-07-29 22:38:23,-8.8368,13.2343,71.6,83,75,8.05
454,Seoul,KR,2021-07-29 22:38:12,37.5683,126.9778,80.17,78,0,3.44
455,Khasan,RU,2021-07-29 22:38:23,42.4308,130.6434,78.28,85,94,1.07
456,Wagar,SD,2021-07-29 22:38:24,16.1525,36.2032,84.15,65,30,14.32
457,Vila Franca Do Campo,PT,2021-07-29 22:38:24,37.7167,-25.4333,72.01,87,41,5.7
458,Itaituba,BR,2021-07-29 22:38:25,-4.2761,-55.9836,87.96,62,20,0.0
459,Jacqueville,CI,2021-07-29 22:38:25,5.2052,-4.4146,76.91,85,35,6.26
460,Lujan,AR,2021-07-29 22:38:25,-34.5703,-59.105,52.99,55,0,7.23
461,Grand Gaube,MU,2021-07-29 22:34:59,-20.0064,57.6608,68.4,79,47,13.0
462,Pechenga,RU,2021-07-29 22:38:26,69.5259,31.1703,47.26,90,100,3.36
463,Bhadravati,IN,2021-07-29 22:38:26,13.8667,75.7167,70.05,90,99,11.61
464,Namibe,AO,2021-07-29 22:34:37,-15.1961,12.1522,64.36,82,18,0.69
465,Fort Morgan,US,2021-07-29 22:38:27,40.2503,-103.8,99.25,14,1,14.97
466,Cao Bang,VN,2021-07-29 22:38:27,22.6667,106.25,76.66,96,85,2.44
467,Itarema,BR,2021-07-29 22:38:27,-2.9248,-39.9167,78.73,84,76,12.62
468,Constanza,DE,2021-07-29 22:38:28,47.6603,9.1758,67.35,89,38,0.81
469,Khilok,RU,2021-07-29 22:38:28,51.3674,110.4676,56.95,94,100,3.42
470,Gat,IL,2021-07-29 22:37:03,31.61,34.7642,80.4,77,0,4.03
471,Grindavik,IS,2021-07-29 22:38:28,63.8424,-22.4338,58.95,88,0,5.75
472,Nuevo Progreso,MX,2021-07-29 22:38:29,23.1667,-97.95,91.6,76,100,1.01
473,Bodden Town,KY,2021-07-29 22:38:29,19.2833,-81.25,87.93,78,40,1.01
474,Terrak,NO,2021-07-29 22:38:30,65.087,12.3715,55.27,90,77,3.8
475,Sterlitamak,RU,2021-07-29 22:38:31,53.6246,55.9502,65.82,36,100,8.34
476,Hofn,IS,2021-07-29 22:38:32,64.2539,-15.2082,53.83,88,78,5.7
477,Kjopsvik,NO,2021-07-29 22:38:32,68.097,16.3742,52.18,85,8,3.56
478,Walvis Bay,NA,2021-07-29 22:38:32,-22.9575,14.5053,52.75,76,0,3.44
479,Tazovskiy,RU,2021-07-29 22:38:33,67.4667,78.7,50.41,95,11,12.88
480,Pacific Grove,US,2021-07-29 22:38:33,36.6177,-121.9166,95.61,77,1,1.99
481,Yumen,CN,2021-07-29 22:38:33,40.2833,97.2,74.91,24,0,11.72
482,Evensk,RU,2021-07-29 22:38:33,61.95,159.2333,47.53,70,100,10.18
483,Taoudenni,ML,2021-07-29 22:38:34,22.6783,-3.9836,98.37,25,49,5.64
484,Sibolga,ID,2021-07-29 22:38:34,1.7427,98.7792,76.14,82,100,3.0
485,Hualmay,PE,2021-07-29 22:35:42,-11.0964,-77.6139,64.6,82,46,9.04
486,Aksehir,TR,2021-07-29 22:38:34,38.3575,31.4164,67.01,31,0,4.9
487,Bijawar,IN,2021-07-29 22:38:35,24.6333,79.5,74.93,93,100,10.67
488,Kondinskoye,RU,2021-07-29 22:38:35,59.6481,67.41,41.67,93,22,7.72
489,Talaya,RU,2021-07-29 22:38:36,61.3833,152.75,39.88,74,97,12.66
490,Marsaxlokk,MT,2021-07-29 22:36:34,35.8419,14.5431,83.08,32,0,4.61
491,Saint-Francois,FR,2021-07-29 22:38:36,46.4154,3.9054,65.17,85,0,0.0
492,Kirillov,RU,2021-07-29 22:38:37,59.863,38.3813,57.9,92,13,4.88
493,Khash,IR,2021-07-29 22:38:37,28.2211,61.2158,79.93,13,14,4.21
494,Waverley,ZA,2021-07-29 22:38:37,-25.7023,28.2591,55.31,36,0,2.3
495,Logrono,ES,2021-07-29 22:38:38,42.4667,-2.45,69.3,73,0,12.66
496,Ambunti,PG,2021-07-29 22:38:38,-4.2365,142.8448,77.22,93,79,1.14
497,Souillac,MU,2021-07-29 22:38:38,-20.5167,57.5167,68.38,83,75,21.85
498,Perchtoldsdorf,AT,2021-07-29 22:38:39,48.119,16.2574,72.77,72,0,3.76
499,Montepuez,MZ,2021-07-29 22:38:39,-13.1256,38.9997,62.02,80,26,6.8
500,Heihe,CN,2021-07-29 22:38:39,50.2441,127.4902,68.58,83,15,3.33
501,Hirara,JP,2021-07-29 22:34:42,24.8,125.2833,82.67,94,20,4.61
502,Beyneu,KZ,2021-07-29 22:38:40,45.3167,55.2,80.13,21,6,7.87
503,Daru,PG,2021-07-29 22:38:40,-9.0763,143.2092,79.25,89,74,11.7
504,Mareeba,AU,2021-07-29 22:38:41,-17.0,145.4333,69.44,67,39,1.5
505,Ahipara,NZ,2021-07-29 22:38:41,-35.1667,173.1667,60.84,79,100,14.27
506,Swan River,CA,2021-07-29 22:38:41,52.1058,-101.2676,87.69,25,98,13.8
507,Muli,MV,2021-07-29 22:38:42,2.9167,73.5667,81.63,74,84,8.63
508,Yuancheng,CN,2021-07-29 22:38:43,36.652,107.7896,73.98,41,0,1.99
509,Tupa,BR,2021-07-29 22:38:43,-21.9347,-50.5136,46.42,28,26,6.49
510,Touros,BR,2021-07-29 22:37:17,-5.1989,-35.4608,77.9,79,99,13.91
511,Bucerias,MX,2021-07-29 22:38:43,20.75,-105.3333,89.58,70,40,11.5
512,Ust-Ilimsk,RU,2021-07-29 22:38:44,58.0006,102.6619,61.99,88,89,3.09
513,Panguna,PG,2021-07-29 22:38:44,-6.3164,155.4848,78.24,70,31,2.77
514,Springdale,US,2021-07-29 22:35:25,36.1867,-94.1288,96.71,53,20,8.01
515,Meulaboh,ID,2021-07-29 22:38:45,4.1363,96.1285,75.25,86,100,4.94
516,Yurginskoye,RU,2021-07-29 22:38:45,56.8189,67.3921,50.09,93,73,5.35
517,Bambous Virieux,MU,2021-07-29 22:35:40,-20.3428,57.7575,68.25,83,75,21.85
518,Abonnema,NG,2021-07-29 22:38:45,4.7084,6.7931,75.97,79,69,6.55
519,Kecskemet,HU,2021-07-29 22:38:46,46.9062,19.6913,72.73,68,0,0.0
520,Waling,NP,2021-07-29 22:38:46,27.9833,83.7667,72.16,95,69,0.83
521,Panzhihua,CN,2021-07-29 22:38:46,26.5851,101.7128,71.49,90,98,0.74
522,Nhulunbuy,AU,2021-07-29 22:38:47,-12.2333,136.7667,70.41,100,6,0.0
523,Yatou,CN,2021-07-29 22:38:47,37.15,122.3833,78.1,85,51,18.84
524,Duyun,CN,2021-07-29 22:38:47,26.2667,107.5167,71.51,94,7,2.48
525,Luganville,VU,2021-07-29 22:38:48,-15.5333,167.1667,81.03,77,16,2.91
526,Coquimbo,CL,2021-07-29 22:38:48,-29.9533,-71.3436,53.33,82,40,9.22
527,Pulandian,CN,2021-07-29 22:38:48,39.3953,121.9669,78.93,92,100,17.6
528,Kampong Thum,KH,2021-07-29 22:38:48,12.7111,104.8887,75.61,94,58,2.44
529,Uvinza,TZ,2021-07-29 22:38:49,-5.1036,30.3911,67.57,50,3,2.1
530,Bowen,AU,2021-07-29 22:38:49,-20.0167,148.2333,61.02,73,5,7.99
531,Donskoye,RU,2021-07-29 22:38:49,45.4552,41.9741,69.93,40,0,4.76
532,Bijni,IN,2021-07-29 22:38:50,26.4959,90.703,77.47,94,100,8.41
533,Lola,GN,2021-07-29 22:38:51,7.8,-8.5333,70.39,84,99,3.24
534,Wajima,JP,2021-07-29 22:38:51,37.4,136.9,79.41,81,16,4.29
535,Saldanha,ZA,2021-07-29 22:35:14,-33.0117,17.9442,44.65,86,0,5.35
536,Merauke,ID,2021-07-29 22:38:52,-8.4667,140.3333,77.58,89,63,10.49
537,Aksay,RU,2021-07-29 22:38:52,47.26,39.87,72.25,46,44,5.99
538,Yantal,RU,2021-07-29 22:38:52,56.8471,105.2542,64.26,84,51,3.31
539,Shaunavon,CA,2021-07-29 22:38:53,49.6501,-108.4181,87.58,33,64,14.38
540,Okato,NZ,2021-07-29 22:38:53,-39.2,173.8833,54.43,78,81,11.34
541,Shingu,JP,2021-07-29 22:38:53,33.7333,135.9833,79.92,60,0,1.48
542,Carmen,MX,2021-07-29 22:38:54,18.6333,-91.8333,82.44,78,90,11.5
543,Batangafo,CF,2021-07-29 22:38:54,7.3008,18.2833,69.35,97,84,2.77
544,Vuktyl,RU,2021-07-29 22:38:55,63.8567,57.3094,43.29,90,93,1.97
545,Santa Maria,BR,2021-07-29 22:38:55,-29.6842,-53.8069,42.1,81,0,2.3
546,Katangli,RU,2021-07-29 22:38:56,51.7102,143.2326,62.98,99,100,5.68
547,Bargarh,IN,2021-07-29 22:38:56,21.3333,83.6167,75.92,86,100,10.98
548,Umm Kaddadah,SD,2021-07-29 22:38:56,13.6017,26.6876,88.45,46,68,12.3
549,Carauari,BR,2021-07-29 22:38:57,-4.8828,-66.8958,80.31,56,80,2.77
550,Karpogory,RU,2021-07-29 22:38:57,64.0019,44.4451,51.39,85,100,5.01
551,Otane,NZ,2021-07-29 22:38:57,-39.8833,176.6333,53.01,60,38,3.67
552,Beni,CD,2021-07-29 22:38:58,0.5,29.4667,61.93,97,87,1.05
553,Burns Lake,CA,2021-07-29 22:38:58,54.2331,-125.7533,74.62,36,55,2.62
554,Araouane,ML,2021-07-29 22:38:59,18.9048,-3.5265,89.28,42,10,18.41
555,Totoro,CO,2021-07-29 22:39:00,2.512,-76.4012,53.98,86,85,4.52
556,Yar-Sale,RU,2021-07-29 22:39:00,66.8333,70.8333,47.57,98,97,9.46
557,Kuusamo,FI,2021-07-29 22:39:00,65.9667,29.1833,50.04,93,90,5.75
558,Mahajanga,MG,2021-07-29 22:39:01,-15.7167,46.3167,75.22,57,20,9.22
559,Mackay,AU,2021-07-29 22:35:31,-21.15,149.2,68.68,100,90,9.22
560,Andros Town,BS,2021-07-29 22:39:01,24.7,-77.7667,87.76,65,1,12.44
561,Krasnyy Yar,RU,2021-07-29 22:39:02,46.5331,48.3456,69.73,60,3,6.98
562,Sydney,AU,2021-07-29 22:38:45,-33.8679,151.2073,50.05,69,0,4.0
563,Alta Floresta,BR,2021-07-29 22:39:02,-9.8756,-56.0861,71.44,42,1,4.68
564,Pitea,SE,2021-07-29 22:39:03,65.3172,21.4794,64.09,87,19,10.04
565,Fare,PF,2021-07-29 22:39:03,-16.7,-151.0167,77.95,75,47,7.56
566,Berezovyy,RU,2021-07-29 22:39:04,51.6667,135.7,60.15,95,96,4.52
567,Serenje,ZM,2021-07-29 22:39:04,-13.2325,30.2352,48.83,71,0,5.08
568,Ardakan,IR,2021-07-29 22:39:04,32.31,54.0175,86.38,36,0,4.56
569,Belyy Yar,RU,2021-07-29 22:36:31,53.6039,91.3903,49.89,93,0,4.47
570,Jacmel,HT,2021-07-29 22:39:05,18.2342,-72.5347,81.45,77,11,7.23
571,Taguatinga,BR,2021-07-29 22:39:05,-12.3857,-46.5711,77.16,31,0,4.41
572,Kitimat,CA,2021-07-29 22:39:07,54.0524,-128.6534,80.98,64,79,2.21
